timestamp,madgwick_roll,madgwick_pitch,madgwick_yaw,gt_roll,gt_pitch,gt_yaw,madgwick_error
4.87,-5.55712,7.39823,139.927,-5.52594,7.43981,139.515,0.418615
4.88,-5.51677,7.35601,140.189,-5.51521,7.39614,139.802,0.389182
4.89,-5.49783,7.3152,140.439,-5.50421,7.35228,140.088,0.351533
4.9,-5.50309,7.29732,140.749,-5.49294,7.30825,140.375,0.375912
4.91,-5.50476,7.23715,141.069,-5.48139,7.26402,140.661,0.41249
4.92,-5.45671,7.16583,141.369,-5.46958,7.21962,140.948,0.422979
4.93,-5.45849,7.11852,141.616,-5.4575,7.17503,141.234,0.386279
4.94,-5.4285,7.06025,141.94,-5.44516,7.13027,141.521,0.423411
4.95,-5.4461,7.04332,142.236,-5.43255,7.08533,141.807,0.432773
4.96,-5.39329,7.00005,142.549,-5.41967,7.04021,142.094,0.454326
4.97,-5.38532,6.95384,142.795,-5.40652,6.99492,142.38,0.415301
4.98,-5.35458,6.88809,143.054,-5.39311,6.94945,142.666,0.389725
4.99,-5.33964,6.85153,143.303,-5.37944,6.9038,142.953,0.351098
5,-5.34789,6.77511,143.61,-5.3655,6.85799,143.239,0.377735
5.01,-5.3518,6.73621,143.857,-5.3513,6.812,143.526,0.339806
5.02,-5.36051,6.65304,144.129,-5.33684,6.76584,143.812,0.339459
5.03,-5.38361,6.61528,144.431,-5.32212,6.71951,144.099,0.360339
5.04,-5.38363,6.555,144.752,-5.30713,6.67302,144.385,0.400533
5.05,-5.32883,6.51278,145.025,-5.29189,6.62636,144.672,0.376611
5.06,-5.27616,6.46839,145.339,-5.27638,6.57953,144.958,0.396725
5.07,-5.2154,6.4243,145.638,-5.26062,6.53254,145.245,0.404958
5.08,-5.22311,6.39623,145.949,-5.2446,6.48538,145.531,0.425453
5.09,-5.20431,6.36296,146.273,-5.22832,6.43806,145.818,0.459464
5.1,-5.17326,6.31022,146.524,-5.21179,6.39058,146.104,0.425394
5.11,-5.11163,6.25469,146.812,-5.195,6.34295,146.391,0.429126
5.12,-5.07931,6.2223,147.065,-5.17796,6.29515,146.677,0.396138
5.13,-5.02022,6.15586,147.36,-5.16066,6.2472,146.964,0.415851
5.14,-4.96962,6.13359,147.666,-5.14311,6.19909,147.25,0.437718
5.15,-4.9729,6.04904,147.968,-5.12531,6.15082,147.537,0.453828
5.16,-4.99453,6.02072,148.239,-5.10725,6.1024,147.823,0.427531
5.17,-4.94861,5.95167,148.557,-5.08895,6.05383,148.11,0.466472
5.18,-4.95595,5.92914,148.862,-5.0704,6.00511,148.396,0.474402
5.19,-4.95664,5.88561,149.109,-5.05159,5.95623,148.683,0.433416
5.2,-4.98113,5.82787,149.378,-5.03255,5.90721,148.969,0.415021
5.21,-4.95808,5.783,149.625,-5.01325,5.85804,149.256,0.375739
5.22,-4.94284,5.72887,149.952,-4.99371,5.80872,149.542,0.416003
5.23,-4.93662,5.65828,150.272,-4.97392,5.75926,149.828,0.453212
5.24,-4.94192,5.60674,150.522,-4.95389,5.70966,150.115,0.41843
5.25,-4.93471,5.54603,150.768,-4.93362,5.65991,150.401,0.384245
5.26,-4.91474,5.50888,151.015,-4.91311,5.61002,150.688,0.342233
5.27,-4.85912,5.46716,151.331,-4.89235,5.55999,150.974,0.367004
5.28,-4.85838,5.38824,151.589,-4.87136,5.50982,151.261,0.3493
5.29,-4.83101,5.33725,151.918,-4.85013,5.45951,151.547,0.389119
5.3,-4.83527,5.32427,152.197,-4.82866,5.40907,151.834,0.374084
5.31,-4.83923,5.29741,152.454,-4.80695,5.35849,152.12,0.343404
5.32,-4.80022,5.28754,152.752,-4.78501,5.30778,152.407,0.347665
5.33,-4.78133,5.20833,153.072,-4.76283,5.25694,152.693,0.384093
5.34,-4.77242,5.14667,153.319,-4.74042,5.20596,152.98,0.348232
5.35,-4.7593,5.11778,153.568,-4.71777,5.15485,153.266,0.310195
5.36,-4.72953,5.04471,153.892,-4.6949,5.10362,153.553,0.349225
5.37,-4.69816,4.96631,154.148,-4.6718,5.05225,153.839,0.323419
5.38,-4.66124,4.92366,154.474,-4.64846,5.00077,154.126,0.358496
5.39,-4.62147,4.86753,154.803,-4.6249,4.94915,154.412,0.398598
5.4,-4.58154,4.84892,155.065,-4.60111,4.89741,154.699,0.368263
5.41,-4.56962,4.83535,155.329,-4.5771,4.84555,154.985,0.343935
5.42,-4.54414,4.80819,155.58,-4.55286,4.79357,155.272,0.308065
5.43,-4.51506,4.74686,155.909,-4.5284,4.74147,155.558,0.349905
5.44,-4.5333,4.7024,156.202,-4.50372,4.68925,155.845,0.36165
5.45,-4.47766,4.66202,156.462,-4.47882,4.63691,156.131,0.332123
5.46,-4.47189,4.59193,156.712,-4.4537,4.58446,156.417,0.296913
5.47,-4.42053,4.57202,156.983,-4.42835,4.53189,156.704,0.281434
5.48,-4.37647,4.49864,157.306,-4.4028,4.47921,156.99,0.315541
5.49,-4.39579,4.44322,157.582,-4.37702,4.42642,157.277,0.307139
5.5,-4.35945,4.37763,157.91,-4.35104,4.37351,157.563,0.347014
5.51,-4.32976,4.29898,158.162,-4.32484,4.3205,157.85,0.313082
5.52,-4.29188,4.24143,158.408,-4.29842,4.26738,158.136,0.272529
5.53,-4.28821,4.1494,158.701,-4.2718,4.21415,158.423,0.28692
5.54,-4.27114,4.07976,158.948,-4.24497,4.16082,158.709,0.254795
5.55,-4.22633,4.04207,159.199,-4.21792,4.10738,158.996,0.214436
5.56,-4.1721,3.96454,159.514,-4.19068,4.05384,159.282,0.248078
5.57,-4.12869,3.91261,159.843,-4.16322,4.0002,159.569,0.287438
5.58,-4.08037,3.86354,160.093,-4.13557,3.94646,159.855,0.254571
5.59,-4.05623,3.78496,160.416,-4.10771,3.89262,160.142,0.296188
5.6,-3.98703,3.73533,160.689,-4.07965,3.83868,160.428,0.289834
5.61,-3.95179,3.67079,161.018,-4.05139,3.78465,160.715,0.333053
5.62,-3.94233,3.5878,161.274,-4.02293,3.73052,161.001,0.31345
5.63,-3.90921,3.54211,161.518,-3.99427,3.6763,161.288,0.275342
5.64,-3.87318,3.52351,161.83,-3.96542,3.62199,161.574,0.284035
5.65,-3.82641,3.45966,162.157,-3.93637,3.56758,161.861,0.328107
5.66,-3.8099,3.41104,162.484,-3.90713,3.51309,162.147,0.360027
5.67,-3.81934,3.33259,162.761,-3.8777,3.45851,162.434,0.352203
5.68,-3.79258,3.31824,163.066,-3.84808,3.40384,162.72,0.357919
5.69,-3.75721,3.265,163.309,-3.81827,3.34909,163.006,0.316861
5.7,-3.70609,3.17294,163.614,-3.78828,3.29426,163.293,0.34875
5.71,-3.69119,3.07447,163.903,-3.75809,3.23934,163.579,0.366015
5.72,-3.65923,2.99017,164.156,-3.72773,3.18434,163.866,0.352498
5.73,-3.63228,2.93543,164.398,-3.69718,3.12926,164.152,0.316711
5.74,-3.5876,2.89089,164.725,-3.66645,3.0741,164.439,0.345693
5.75,-3.55488,2.85141,165.053,-3.63554,3.01887,164.725,0.373226
5.76,-3.4797,2.79662,165.352,-3.60445,2.96356,165.012,0.393537
5.77,-3.48772,2.76027,165.623,-3.57319,2.90818,165.298,0.363033
5.78,-3.49592,2.72806,165.909,-3.54175,2.85272,165.585,0.348157
5.79,-3.5074,2.68016,166.206,-3.51013,2.79719,165.871,0.354882
5.8,-3.48348,2.58069,166.501,-3.47835,2.7416,166.158,0.379155
5.81,-3.45422,2.56771,166.771,-3.44639,2.68593,166.444,0.347577
5.82,-3.43593,2.548,167.08,-3.41427,2.6302,166.731,0.360845
5.83,-3.43724,2.46248,167.356,-3.38198,2.5744,167.017,0.363511
5.84,-3.44563,2.39834,167.622,-3.34952,2.51853,167.304,0.35764
5.85,-3.40081,2.32685,167.95,-3.3169,2.46261,167.59,0.396768
5.86,-3.32837,2.25177,168.248,-3.28412,2.40662,167.877,0.406804
5.87,-3.27796,2.21419,168.498,-3.25117,2.35057,168.163,0.363819
5.88,-3.24049,2.12604,168.817,-3.21807,2.29447,168.45,0.405275
5.89,-3.22094,2.10592,169.078,-3.1848,2.2383,168.736,0.370039
5.9,-3.17458,2.02103,169.398,-3.15139,2.18208,169.023,0.410289
5.91,-3.1047,1.94873,169.708,-3.11781,2.12581,169.309,0.436277
5.92,-3.03641,1.88015,170.023,-3.08409,2.06948,169.596,0.468201
5.93,-2.98689,1.81282,170.35,-3.05021,2.0131,169.882,0.51145
5.94,-2.98623,1.73113,170.615,-3.01619,1.95667,170.168,0.500549
5.95,-2.96503,1.67433,170.858,-2.98201,1.90019,170.455,0.461776
5.96,-2.93449,1.6202,171.099,-2.94769,1.84367,170.741,0.421604
5.97,-2.9293,1.57158,171.35,-2.91323,1.7871,171.028,0.388483
5.98,-2.88975,1.49788,171.679,-2.87862,1.73048,171.314,0.432653
5.99,-2.87383,1.47644,171.988,-2.84387,1.67382,171.601,0.436271
6,-2.79815,1.43448,172.264,-2.80899,1.61712,171.887,0.41804
6.01,-2.75176,1.36384,172.508,-2.77396,1.56037,172.174,0.38823
6.02,-2.72266,1.32768,172.755,-2.7388,1.50359,172.46,0.343092
6.03,-2.71533,1.30778,173.044,-2.70351,1.44677,172.747,0.328233
6.04,-2.67232,1.20675,173.323,-2.66808,1.38992,173.033,0.343083
6.05,-2.65738,1.12152,173.639,-2.63252,1.33303,173.32,0.384134
6.06,-2.58983,1.05749,173.895,-2.59683,1.27611,173.606,0.362421
6.07,-2.55739,1.00768,174.137,-2.56102,1.21915,173.893,0.323019
6.08,-2.51094,0.958441,174.467,-2.52508,1.16216,174.179,0.352567
6.09,-2.4495,0.927479,174.781,-2.48902,1.10515,174.466,0.363551
6.1,-2.44238,0.873582,175.031,-2.45283,1.04811,174.752,0.328901
6.11,-2.40027,0.843885,175.281,-2.41652,0.991039,175.039,0.283385
6.12,-2.41044,0.784837,175.564,-2.3801,0.933946,175.325,0.28373
6.13,-2.39158,0.690199,175.83,-2.34356,0.876829,175.612,0.291952
6.14,-2.35502,0.653838,176.075,-2.3069,0.819691,175.898,0.247929
6.15,-2.28321,0.588697,176.334,-2.27014,0.762532,176.185,0.230048
6.16,-2.23846,0.542698,176.665,-2.23326,0.705354,176.471,0.253228
6.17,-2.19717,0.448239,176.978,-2.19627,0.648158,176.757,0.297392
6.18,-2.17508,0.405421,177.223,-2.15917,0.590946,177.044,0.258104
6.19,-2.11009,0.365185,177.478,-2.12197,0.533719,177.33,0.224351
6.2,-2.03582,0.33114,177.755,-2.08466,0.476479,177.617,0.206376
6.21,-1.96658,0.28198,178.011,-2.04725,0.419227,177.903,0.191705
6.22,-1.90822,0.235567,178.336,-2.00974,0.361965,178.19,0.218164
6.23,-1.89757,0.175126,178.66,-1.97213,0.304693,178.476,0.23622
6.24,-1.87558,0.132893,178.986,-1.93443,0.247414,178.763,0.257836
6.25,-1.84399,0.0513878,179.312,-1.89663,0.190129,179.049,0.301425
6.26,-1.79844,-0.0016748,179.643,-1.85874,0.132839,179.336,0.340524
6.27,-1.74872,-0.0439023,179.97,-1.82075,0.0755457,179.622,0.37487
6.28,-1.71936,-0.10444,-179.698,-1.78268,0.0182505,179.909,0.416369
6.29,-1.68659,-0.121057,-179.43,-1.74452,-0.0390452,-179.805,0.3877
6.3,-1.65207,-0.181292,-179.189,-1.70628,-0.09634,-179.518,0.344163
6.31,-1.60201,-0.242444,-178.859,-1.66795,-0.153632,-179.232,0.38921
6.32,-1.58296,-0.261647,-178.589,-1.62954,-0.210921,-178.945,0.363568
6.33,-1.50939,-0.343477,-178.287,-1.59105,-0.268204,-178.659,0.388098
6.34,-1.48035,-0.382867,-178.041,-1.55248,-0.32548,-178.372,0.343985
6.35,-1.43999,-0.45635,-177.712,-1.51384,-0.382749,-178.086,0.388304
6.36,-1.42996,-0.505107,-177.46,-1.47512,-0.440008,-177.799,0.348683
6.37,-1.39046,-0.573462,-177.218,-1.43633,-0.497255,-177.513,0.308199
6.38,-1.34042,-0.6336,-176.888,-1.39746,-0.554491,-177.226,0.353212
6.39,-1.30439,-0.685648,-176.646,-1.35853,-0.611712,-176.94,0.308438
6.4,-1.27621,-0.709682,-176.389,-1.31954,-0.668918,-176.654,0.27194
6.41,-1.25672,-0.779239,-176.142,-1.28048,-0.726108,-176.367,0.23274
6.42,-1.21318,-0.80057,-175.884,-1.24135,-0.783279,-176.081,0.199963
6.43,-1.19178,-0.87411,-175.635,-1.20217,-0.840431,-175.794,0.162651
6.44,-1.1305,-0.936896,-175.389,-1.16293,-0.897562,-175.508,0.12987
6.45,-1.10614,-0.985587,-175.06,-1.12363,-0.95467,-175.221,0.165653
6.46,-1.04188,-1.01596,-174.746,-1.08427,-1.01175,-174.935,0.194545
6.47,-1.02588,-1.08504,-174.42,-1.04486,-1.06881,-174.648,0.229665
6.48,-0.986296,-1.10174,-174.156,-1.0054,-1.12585,-174.362,0.20822
6.49,-0.962796,-1.15963,-173.827,-0.965893,-1.18285,-174.075,0.249719
6.5,-0.912311,-1.21205,-173.496,-0.926336,-1.23982,-173.789,0.294659
6.51,-0.898714,-1.3065,-173.208,-0.886735,-1.29677,-173.502,0.29418
6.52,-0.813599,-1.36076,-172.915,-0.84709,-1.35368,-173.216,0.303896
6.53,-0.79897,-1.39937,-172.594,-0.807403,-1.41056,-172.929,0.335745
6.54,-0.787238,-1.46339,-172.272,-0.767677,-1.4674,-172.643,0.371146
6.55,-0.724183,-1.48221,-171.999,-0.727913,-1.5242,-172.356,0.360168
6.56,-0.679024,-1.58398,-171.704,-0.688113,-1.58097,-172.07,0.366472
6.57,-0.677267,-1.64108,-171.441,-0.64828,-1.6377,-171.783,0.342644
6.58,-0.602796,-1.71717,-171.178,-0.608415,-1.69439,-171.497,0.320369
6.59,-0.581803,-1.77723,-170.932,-0.56852,-1.75103,-171.21,0.279768
6.6,-0.537122,-1.84636,-170.602,-0.528597,-1.80763,-170.924,0.323715
6.61,-0.480832,-1.88611,-170.278,-0.488649,-1.86419,-170.637,0.360705
6.62,-0.447208,-1.89882,-169.981,-0.448676,-1.9207,-170.351,0.370749
6.63,-0.432689,-1.99351,-169.695,-0.408681,-1.97716,-170.064,0.369741
6.64,-0.374938,-2.07741,-169.44,-0.368667,-2.03357,-169.778,0.341119
6.65,-0.328443,-2.13993,-169.198,-0.328634,-2.08993,-169.492,0.298141
6.66,-0.295328,-2.20533,-168.867,-0.288585,-2.14624,-169.205,0.342787
6.67,-0.25392,-2.29267,-168.613,-0.248523,-2.20249,-168.919,0.318105
6.68,-0.180992,-2.32338,-168.347,-0.208447,-2.25869,-168.632,0.294871
6.69,-0.177449,-2.35713,-168.075,-0.168362,-2.31484,-168.346,0.273634
6.7,-0.112004,-2.45108,-167.79,-0.128269,-2.37092,-168.059,0.281771
6.71,-0.0906115,-2.4831,-167.47,-0.0881689,-2.42695,-167.773,0.308099
6.72,-0.0720334,-2.50041,-167.196,-0.0480648,-2.48291,-167.486,0.291129
6.73,0.0115083,-2.5696,-166.904,-0.00795827,-2.53882,-167.2,0.299066
6.74,0.0878332,-2.61304,-166.644,0.0321486,-2.59466,-166.913,0.27828
6.75,0.115953,-2.69075,-166.394,0.0722539,-2.65043,-166.627,0.241773
6.76,0.118375,-2.72897,-166.126,0.112356,-2.70614,-166.34,0.215657
6.77,0.194599,-2.78317,-165.815,0.152452,-2.76178,-166.054,0.245873
6.78,0.238875,-2.79445,-165.54,0.192541,-2.81735,-165.767,0.235693
6.79,0.319217,-2.87104,-165.264,0.23262,-2.87286,-165.481,0.237659
6.8,0.315545,-2.93623,-164.964,0.272688,-2.92829,-165.194,0.236332
6.81,0.374039,-2.97491,-164.641,0.312743,-2.98364,-164.908,0.276965
6.82,0.423767,-3.01782,-164.314,0.352782,-3.03892,-164.621,0.31962
6.83,0.450001,-3.06915,-164.069,0.392804,-3.09413,-164.335,0.276358
6.84,0.503588,-3.1149,-163.825,0.432807,-3.14926,-164.048,0.240956
6.85,0.569032,-3.13202,-163.532,0.472788,-3.20431,-163.762,0.263995
6.86,0.627715,-3.22768,-163.258,0.512746,-3.25928,-163.475,0.25348
6.87,0.636446,-3.30181,-162.943,0.55268,-3.31417,-163.189,0.264476
6.88,0.64443,-3.34827,-162.686,0.592586,-3.36897,-162.903,0.226585
6.89,0.680273,-3.42496,-162.437,0.632463,-3.42369,-162.616,0.18775
6.9,0.718555,-3.51042,-162.182,0.672309,-3.47833,-162.33,0.160188
6.91,0.75334,-3.56869,-161.853,0.712122,-3.53288,-162.043,0.200367
6.92,0.790362,-3.66861,-161.564,0.751901,-3.58734,-161.757,0.215097
6.93,0.799861,-3.69428,-161.257,0.791642,-3.64171,-161.47,0.220386
6.94,0.835257,-3.79059,-160.953,0.831345,-3.69599,-161.184,0.249556
6.95,0.832292,-3.85644,-160.651,0.871007,-3.75018,-160.897,0.26856
6.96,0.841163,-3.91053,-160.33,0.910626,-3.80427,-160.611,0.303871
6.97,0.858689,-3.99372,-160.016,0.9502,-3.85827,-160.324,0.343491
6.98,0.933101,-4.07182,-159.717,0.989728,-3.91217,-160.038,0.359505
6.99,0.989284,-4.12743,-159.471,1.02921,-3.96597,-159.751,0.323201
7,1.05924,-4.14731,-159.182,1.06864,-4.01968,-159.465,0.309721
7.01,1.12742,-4.21637,-158.926,1.10801,-4.07328,-159.178,0.291724
7.02,1.17352,-4.29258,-158.603,1.14734,-4.12679,-158.892,0.336111
7.03,1.19622,-4.31076,-158.338,1.1866,-4.18019,-158.605,0.298108
7.04,1.27617,-4.36912,-158.036,1.22581,-4.23348,-158.319,0.321358
7.05,1.35203,-4.43868,-157.732,1.26496,-4.28667,-158.032,0.352999
7.06,1.36299,-4.48767,-157.478,1.30404,-4.33975,-157.746,0.315119
7.07,1.41522,-4.52781,-157.233,1.34307,-4.39273,-157.459,0.278166
7.08,1.42249,-4.56144,-156.97,1.38202,-4.44559,-157.173,0.240061
7.09,1.48016,-4.579,-156.706,1.42091,-4.49834,-156.886,0.210383
7.1,1.49535,-4.59278,-156.417,1.45973,-4.55098,-156.6,0.193383
7.11,1.53986,-4.64475,-156.09,1.49848,-4.60351,-156.314,0.234661
7.12,1.53993,-4.69765,-155.777,1.53715,-4.65592,-156.027,0.253729
7.13,1.58539,-4.74617,-155.45,1.57575,-4.70822,-155.741,0.294164
7.14,1.62366,-4.79034,-155.205,1.61427,-4.76039,-155.454,0.251805
7.15,1.65408,-4.84956,-154.959,1.65272,-4.81245,-155.168,0.211881
7.16,1.73238,-4.90814,-154.656,1.69108,-4.86439,-154.881,0.23611
7.17,1.73283,-4.97314,-154.389,1.72936,-4.9162,-154.595,0.213923
7.18,1.73266,-5.02696,-154.076,1.76755,-4.9679,-154.308,0.238966
7.19,1.80987,-5.09158,-153.81,1.80566,-5.01947,-154.022,0.223559
7.2,1.89341,-5.14034,-153.523,1.84368,-5.07091,-153.735,0.232379
7.21,1.89543,-5.21166,-153.253,1.8816,-5.12223,-153.449,0.216341
7.22,1.90763,-5.25094,-152.933,1.91944,-5.17342,-153.162,0.241316
7.23,1.9433,-5.30259,-152.605,1.95718,-5.22448,-152.876,0.280946
7.24,1.97246,-5.35011,-152.36,1.99483,-5.2754,-152.589,0.240571
7.25,2.01264,-5.42478,-152.108,2.03238,-5.3262,-152.303,0.217458
7.26,2.08315,-5.44933,-151.842,2.06983,-5.37687,-152.016,0.190802
7.27,2.134,-5.50794,-151.517,2.10717,-5.4274,-151.73,0.231714
7.28,2.16144,-5.60236,-151.223,2.14442,-5.47779,-151.443,0.255243
7.29,2.21304,-5.62382,-150.968,2.18156,-5.52805,-151.157,0.216729
7.3,2.22893,-5.63858,-150.664,2.21859,-5.57816,-150.87,0.216361
7.31,2.30191,-5.68792,-150.354,2.25551,-5.62814,-150.584,0.246053
7.32,2.35633,-5.75466,-150.034,2.29233,-5.67798,-150.297,0.287676
7.33,2.38927,-5.75911,-149.75,2.32903,-5.72768,-150.011,0.275528
7.34,2.43383,-5.79057,-149.502,2.36561,-5.77723,-149.724,0.239793
7.35,2.45007,-5.8754,-149.193,2.40208,-5.82664,-149.438,0.258698
7.36,2.49287,-5.90332,-148.944,2.43844,-5.8759,-149.152,0.221529
7.37,2.57406,-5.94485,-148.668,2.47467,-5.92502,-148.865,0.230461
7.38,2.57141,-5.9711,-148.387,2.51078,-5.97399,-148.579,0.207174
7.39,2.58382,-6.00032,-148.069,2.54677,-6.02281,-148.292,0.231017
7.4,2.62953,-6.06534,-147.746,2.58264,-6.07147,-148.006,0.269168
7.41,2.68401,-6.14137,-147.487,2.61837,-6.11999,-147.719,0.248917
7.42,2.71792,-6.16695,-147.167,2.65398,-6.16835,-147.433,0.280327
7.43,2.75697,-6.23362,-146.917,2.68946,-6.21656,-147.146,0.246661
7.44,2.82045,-6.27676,-146.665,2.72481,-6.26462,-146.86,0.226331
7.45,2.89625,-6.32835,-146.363,2.76003,-6.31252,-146.573,0.263122
7.46,2.90776,-6.41062,-146.056,2.7951,-6.36025,-146.287,0.272527
7.47,2.98463,-6.44191,-145.766,2.83005,-6.40783,-146,0.296755
7.48,3.01177,-6.44954,-145.464,2.86485,-6.45526,-145.714,0.303775
7.49,3.01212,-6.50011,-145.201,2.89951,-6.50251,-145.427,0.263867
7.5,3.01268,-6.52848,-144.934,2.93403,-6.54961,-145.141,0.230788
7.51,3.06244,-6.55922,-144.684,2.96841,-6.59654,-144.854,0.206819
7.52,3.09111,-6.60987,-144.436,3.00264,-6.64331,-144.568,0.170196
7.53,3.1343,-6.66198,-144.112,3.03673,-6.68991,-144.281,0.20688
7.54,3.1698,-6.71708,-143.864,3.07066,-6.73635,-143.995,0.173888
7.55,3.20741,-6.7672,-143.539,3.10445,-6.78261,-143.708,0.208809
7.56,3.24721,-6.80278,-143.215,3.13808,-6.82871,-143.422,0.246074
7.57,3.25052,-6.86094,-142.897,3.17156,-6.87463,-143.135,0.260194
7.58,3.28955,-6.91559,-142.65,3.20488,-6.92039,-142.849,0.225903
7.59,3.34629,-6.96444,-142.331,3.23805,-6.96597,-142.563,0.266813
7.6,3.39399,-7.02476,-142.011,3.27106,-7.01137,-142.276,0.305933
7.61,3.42596,-7.07909,-141.686,3.30391,-7.05661,-141.99,0.341478
7.62,3.47272,-7.16791,-141.398,3.33659,-7.10166,-141.703,0.355232
7.63,3.50378,-7.20465,-141.15,3.36912,-7.14654,-141.417,0.318359
7.64,3.52524,-7.20927,-140.88,3.40147,-7.19124,-141.13,0.293211
7.65,3.55501,-7.27173,-140.557,3.43367,-7.23576,-140.844,0.327276
7.66,3.57441,-7.34157,-140.298,3.46569,-7.28009,-140.557,0.299699
7.67,3.63757,-7.39093,-140.043,3.49754,-7.32425,-140.271,0.28996
7.68,3.68611,-7.43006,-139.795,3.52922,-7.36822,-139.984,0.268461
7.69,3.69924,-7.47017,-139.471,3.56073,-7.41201,-139.698,0.286591
7.7,3.73988,-7.47989,-139.211,3.59207,-7.45561,-139.411,0.264763
7.71,3.76318,-7.48625,-138.947,3.62322,-7.49903,-139.125,0.240212
7.72,3.77805,-7.5231,-138.624,3.6542,-7.54226,-138.838,0.261535
7.73,3.8179,-7.52201,-138.337,3.68501,-7.5853,-138.552,0.274401
7.74,3.87153,-7.60446,-138.047,3.71563,-7.62815,-138.265,0.285234
7.75,3.86538,-7.66842,-137.743,3.74606,-7.67081,-137.979,0.278497
7.76,3.85184,-7.70682,-137.441,3.77632,-7.71328,-137.692,0.272173
7.77,3.90051,-7.78293,-137.175,3.80639,-7.75556,-137.406,0.262082
7.78,3.90012,-7.82978,-136.914,3.83627,-7.79764,-137.119,0.225201
7.79,3.92824,-7.90464,-136.653,3.86597,-7.83953,-136.833,0.208906
7.8,3.95016,-7.97897,-136.338,3.89548,-7.88122,-136.546,0.243359
7.81,3.97196,-8.02199,-136.014,3.92479,-7.92271,-136.26,0.275713
7.82,4.00652,-8.0202,-135.741,3.95391,-7.96401,-135.974,0.252054
7.83,4.05703,-8.04909,-135.489,3.98284,-8.00511,-135.687,0.225059
7.84,4.1031,-8.04907,-135.215,4.01158,-8.046,-135.401,0.217905
7.85,4.13883,-8.10053,-134.965,4.04012,-8.0867,-135.114,0.190539
7.86,4.12414,-8.15597,-134.68,4.06846,-8.12719,-134.828,0.167495
7.87,4.16597,-8.20893,-134.36,4.0966,-8.16748,-134.541,0.206781
7.88,4.2033,-8.21071,-134.058,4.12454,-8.20757,-134.255,0.222039
7.89,4.24344,-8.25895,-133.808,4.15227,-8.24745,-133.968,0.196019
7.9,4.26422,-8.29912,-133.484,4.17981,-8.28713,-133.682,0.226625
7.91,4.28279,-8.34186,-133.16,4.20714,-8.32659,-133.395,0.258101
7.92,4.34517,-8.35381,-132.872,4.23426,-8.36585,-133.109,0.275784
7.93,4.34563,-8.37594,-132.61,4.26117,-8.4049,-132.822,0.240971
7.94,4.3634,-8.40352,-132.289,4.28788,-8.44374,-132.536,0.271703
7.95,4.39451,-8.44752,-132.04,4.31438,-8.48237,-132.249,0.23775
7.96,4.38551,-8.51272,-131.737,4.34066,-8.52079,-131.963,0.236328
7.97,4.42477,-8.58069,-131.476,4.36674,-8.55899,-131.676,0.217635
7.98,4.45334,-8.60985,-131.154,4.39259,-8.59698,-131.39,0.252291
7.99,4.47385,-8.67102,-130.834,4.41824,-8.63476,-131.103,0.285361
8,4.51772,-8.72409,-130.518,4.44367,-8.67232,-130.817,0.322556
8.01,4.57191,-8.76923,-130.207,4.46887,-8.70966,-130.53,0.358771
8.02,4.57563,-8.81609,-129.885,4.49386,-8.74678,-130.244,0.386274
8.03,4.6083,-8.82139,-129.627,4.51863,-8.78369,-129.957,0.357511
8.04,4.5933,-8.87223,-129.319,4.54318,-8.82038,-129.671,0.367149
8.05,4.6143,-8.90961,-128.996,4.56751,-8.85684,-129.384,0.402297
8.06,4.63822,-8.93748,-128.674,4.59161,-8.89309,-129.098,0.435907
8.07,4.6595,-9.00054,-128.414,4.61549,-8.92911,-128.812,0.412468
8.08,4.69074,-9.04432,-128.094,4.63914,-8.96491,-128.525,0.449634
8.09,4.6866,-9.08886,-127.775,4.66256,-9.00048,-128.239,0.476683
8.1,4.73512,-9.15524,-127.506,4.68576,-9.03583,-127.952,0.471813
8.11,4.74978,-9.19414,-127.254,4.70872,-9.07096,-127.666,0.438066
8.12,4.7732,-9.22206,-127.004,4.73146,-9.10585,-127.379,0.401372
8.13,4.8105,-9.27275,-126.686,4.75396,-9.14052,-127.093,0.439322
8.14,4.82177,-9.31659,-126.432,4.77623,-9.17497,-126.806,0.409065
8.15,4.86083,-9.34465,-126.116,4.79827,-9.20918,-126.52,0.439988
8.16,4.88764,-9.36731,-125.866,4.82007,-9.24316,-126.233,0.403671
8.17,4.88128,-9.37971,-125.554,4.84163,-9.27691,-125.947,0.414372
8.18,4.8867,-9.44635,-125.284,4.86296,-9.31043,-125.66,0.404338
8.19,4.91117,-9.48569,-125.032,4.88405,-9.34371,-125.374,0.375036
8.2,4.9275,-9.50051,-124.714,4.9049,-9.37676,-125.087,0.397577
8.21,4.90545,-9.51816,-124.413,4.92551,-9.40958,-124.801,0.399632
8.22,4.89545,-9.51957,-124.138,4.94588,-9.44217,-124.514,0.379026
8.23,4.92742,-9.50803,-123.852,4.966,-9.47451,-124.228,0.373081
8.24,4.97926,-9.55457,-123.545,4.98589,-9.50662,-123.941,0.398616
8.25,4.98826,-9.57907,-123.291,5.00553,-9.53849,-123.655,0.363229
8.26,4.99307,-9.58595,-123.034,5.02492,-9.57013,-123.368,0.331352
8.27,5.00976,-9.62102,-122.712,5.04407,-9.60152,-123.082,0.3668
8.28,5.04427,-9.66734,-122.395,5.06296,-9.63267,-122.795,0.39961
8.29,5.03538,-9.72793,-122.085,5.08162,-9.66359,-122.509,0.423397
8.3,5.05521,-9.71326,-121.807,5.10002,-9.69426,-122.223,0.410951
